V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
1.811713828,-0.11243034,-2.027787107,0.443697227,0.550563783,-0.74291777,0.495443471,-0.268406539,-0.087408181,-0.300263246,1.485967191,1.386507717,0.962501155,-0.811057757,-0.708839105,0.282662827,0.367938821,0.093592577,0.201340094,0.151688516,-0.095233109,-0.39606944,0.112650491,0.723988223,-0.101065041,0.293740086,-0.094306962,-0.022096999,118.9,0
2.076884592,-0.082555892,-2.075305028,0.210603569,0.56000682,-0.824945017,0.426956638,-0.199523409,0.139011755,0.373991748,0.638510303,0.04742571,-1.870984675,1.105777208,-0.769883174,-0.417503279,-0.200857968,-0.144684987,0.35704711,-0.320393284,0.132605802,0.447616836,0.023670361,0.742489855,0.292065195,0.668806621,-0.129195467,-0.092198621,0.76,0
-0.278250329,-4.077310401,-2.173806086,1.033195974,-0.490373323,2.251262122,0.736394748,0.332272866,0.757783319,-0.502774026,0.691729719,1.020391033,-0.250812675,0.453399982,0.152866128,-0.227662317,0.082808924,-1.086254698,-0.696389998,1.98947433,0.333208997,-1.393463989,-0.488147938,-0.937099873,-1.123421945,-0.186576021,-0.194071702,0.130563982,1123.98,0
-1.125312118,1.335067156,1.05982069,-0.536616626,0.448135124,-0.410489889,0.865536791,-0.860654689,-0.417765277,-0.432469014,0.861444886,0.84779491,-0.259369286,0.393897082,-0.772470454,-0.584413473,-0.180384051,-0.008704207,0.968447316,-0.088989934,0.570790673,-0.669632953,-0.286658158,0.054202891,0.748385278,-0.313582725,0.175646766,0.117995296,15.33,0
1.868560079,-0.188014564,-0.564577929,1.035707605,0.11281698,0.537598206,-0.389790576,0.157400504,0.450792779,0.269397482,0.604508988,1.490433761,1.125327031,-0.012520866,-0.271606787,0.592483108,-1.088897744,0.251459912,-0.037715582,-0.061519519,-0.158418008,-0.442230425,0.314846034,0.169511347,-0.329490014,-1.008757202,0.04657904,-0.024174887,45.94,0
-0.539739793,-0.404996666,-0.897215602,-0.026821994,1.205198714,-0.758052907,0.959421557,-0.412594125,0.399486032,0.448754746,0.889221035,0.224216773,-1.073728702,0.557588876,0.032245624,-0.69981611,-0.457049654,0.398263983,0.845606474,-0.245411933,0.073899732,0.727069764,-0.163207705,0.72391215,-0.311799255,-0.589436771,0.012911484,-0.086928173,141.72,0
0.115071616,0.721918605,-1.682687583,-1.549715947,3.121303767,3.214998258,0.36561973,0.919500378,-0.16166495,-0.804158555,0.137336157,-0.157411266,-0.428855507,-0.752128618,0.155447914,0.215636476,0.352004304,-0.375096708,-0.39958839,0.049626322,-0.334234541,-0.906354367,0.114699558,0.592738128,-0.423191657,0.164114729,0.244940935,0.071225431,3.59,0
-0.997119136,0.600142145,1.123362414,0.662748537,0.666649185,-0.136345338,0.670846799,0.089875181,-0.72568837,0.150354772,0.573713584,0.071942344,-0.569061708,0.585523637,0.588065302,0.249317657,-0.638198049,0.375183069,1.326143265,0.159132499,-0.482906856,-1.469502336,-0.058530542,-0.591387776,0.28505165,-0.670480336,0.143982444,0.059350565,80.23,0
-0.953065575,1.229389789,0.226234108,-1.454161863,1.620427044,0.188007935,1.092706757,0.167156131,-0.491237897,-1.054788429,0.084662044,-0.264990294,-0.766447702,-0.766312674,-0.880932672,0.891942365,-0.220958011,0.549148296,0.036121052,0.035491815,-0.407048551,-1.224909064,-0.432721606,-0.475649768,0.709397765,0.259909903,0.051554372,0.104665736,4.49,0
1.959373351,-0.809055311,-0.712531931,-0.806599083,-0.776345783,-0.611542394,-0.612079018,0.006819133,1.675308262,-0.392093219,-0.9268885,-0.271481707,-1.102090645,0.245615061,1.361836259,0.417961271,-0.488103412,-0.06054706,0.311039769,-0.10787628,-0.171233425,-0.603599288,0.400043345,0.639639184,-0.673199864,0.303780381,-0.062850068,-0.033351398,60.5,0
-0.637341934,0.921316947,0.261286202,-1.550673913,0.406628781,-0.027684814,0.21195893,0.576409909,-0.018461825,-0.87998467,-1.753317374,-0.593861832,-0.410614074,0.423316502,0.776166116,0.760640719,-0.658910127,-0.320313421,-0.542652723,-0.145478131,-0.105610328,-0.360455831,-0.154964796,-1.295441947,-0.096678901,0.887585546,0.072037303,0.006517379,0.75,0
0.194396575,0.259305305,0.085226713,-2.301536265,0.281010227,-1.427573074,0.981732792,-0.613309914,-1.029660705,0.454598782,-0.714561495,-0.515765532,0.943193675,-0.499183848,-0.653498201,0.931313498,-0.37430006,-1.349704029,-0.372895649,0.182643954,0.509686355,1.777223513,-0.184325153,0.121193309,-0.701701062,-0.242891007,0.299989018,0.082772083,15,0
-1.750661308,1.061718488,-0.163319707,-2.536320903,-1.388819352,-0.407801766,-1.307493815,1.259527263,1.740082369,-1.701526616,-1.71815198,0.232433298,-0.659973993,0.55746327,1.168086587,0.342931508,-0.139739961,0.762282694,0.487960613,-0.56242315,0.331192891,0.326735267,0.040112767,0.462954609,-0.365529578,-0.421115072,-1.090944237,-0.151902221,1.48,0
2.271413952,-1.256697928,-1.27363205,-1.661944246,-0.797603211,-0.417543797,-0.87276101,-0.129446732,-1.684510419,1.709155476,0.776926614,0.084873138,0.413046149,-0.134360811,-1.285424975,-0.760304062,0.490080721,-0.164731104,0.353749675,-0.416110244,-0.337694711,-0.499602332,0.340766006,0.668329155,-0.210190772,-0.376903659,-0.010504464,-0.058490231,14.4,0
0.186334738,0.79085356,-0.060958175,-0.781968453,1.166352578,-0.407901707,1.396170977,-0.515734745,0.230911132,-0.510764555,-1.721292194,0.274364611,0.919923508,-0.29740608,-0.525760861,-0.312381098,-0.86040769,-0.360482771,0.434509474,-0.069943745,-0.233606134,-0.363838392,-0.203057607,-1.002576753,-0.133382913,-0.562361804,-0.227585769,-0.194275143,18.96,0
-0.741390248,0.948868461,-1.631995747,-1.803202582,2.663770784,3.342736503,0.186211563,1.145097226,0.199034172,0.213709551,-0.208461465,0.120647792,-0.334540686,0.321480247,0.071566469,-0.147634335,-0.43781831,-0.862865376,-0.266797735,0.234982845,-0.340437944,-0.750404298,0.147364789,0.682628354,-0.357940885,0.145313035,0.1976055,-0.075046931,16.99,0
1.542207715,-2.691063929,-0.697403137,-1.749323073,-1.051049326,2.188921689,-1.726917284,0.535286259,-1.078156649,1.351798775,0.873033167,0.642546056,1.976920463,-0.841518842,0.366178456,-0.466661198,0.476743891,-0.331876588,-1.028167811,0.243623748,0.170442807,0.442573051,0.086333646,-0.92603244,-0.760188208,-0.189735361,0.057458973,0.005274004,315,0
-1.506465605,2.270183224,-2.104791251,-0.267842437,2.317860696,4.006291585,-2.329840456,-3.990318521,-1.671892828,-2.020101625,-0.008327894,-0.026564011,-0.51097741,-0.045673551,1.246204652,0.840555437,1.345949795,1.136959062,0.790718877,1.380522442,-2.555177625,0.4593159,0.260057409,0.85976036,-0.258898624,0.414743986,-0.065253763,0.171033182,0.76,0
0.751943575,-0.76395057,0.821812282,1.742476707,-1.258554914,-0.378034538,-0.143355649,0.045749088,1.139078822,-0.313735566,-1.041901933,-0.14443528,-1.847314288,-0.026825568,-0.737037513,-0.562197696,0.394097003,-0.298088828,-0.019994547,0.128714733,0.013209074,-0.156312748,-0.221255164,0.701894433,0.520410725,-0.339394541,0.009845492,0.060767115,209.95,0
-4.974370976,3.963553829,-0.686268,-2.247728782,-1.416086445,-0.64505777,-0.421759905,1.302054031,2.642548654,3.996516107,1.359155341,0.587344879,-1.030602933,-0.238129282,0.353571523,0.384470252,-0.457014429,-0.367033027,-1.208964287,1.750463276,-0.487733578,-0.313703813,0.207933188,-0.043497093,0.282362074,0.698096997,0.672449549,-0.068638003,1.46,0
1.929573435,0.442407266,-1.308399207,3.65673271,0.696120402,-0.040731578,0.315439593,0.010517011,-1.042903274,1.745445647,-0.243259109,-0.939631902,-2.473460126,1.059124315,-1.511403138,0.715473773,-0.779481124,0.340643043,-1.140201357,-0.441130716,0.274736771,0.766516838,-0.090677304,-0.435980016,0.348400914,0.307055835,-0.078978663,-0.0827888,7.59,0
-0.490917815,1.073074176,1.695439788,-0.01144298,0.064962895,-0.590617886,0.714733301,-0.015421773,-0.599643522,-0.392306341,0.314445713,0.769185263,1.131352651,-0.043242218,0.947627964,-0.244192691,-0.063297887,-1.050821073,-0.476070116,0.138741256,-0.162856595,-0.324718996,0.042148314,0.412825644,-0.269078622,0.076664727,0.288576106,0.12385078,5.38,0
-0.258302878,1.153410492,0.486394473,0.411986017,1.14253741,-0.79849089,1.072967482,-0.357743433,-0.600392716,-0.779079286,-0.675454566,-1.184953844,-0.576621297,-1.478535874,1.292232002,0.358192735,0.938514093,0.850698714,0.807762164,0.180673569,-0.164959854,-0.315050915,-0.390783171,-0.577113488,0.084746495,0.458933943,-0.094209203,-0.08914381,0.76,0
-1.120288282,0.504980501,1.376823643,0.212723078,0.080153148,-0.265975948,1.161550452,-0.030454098,-0.36346732,-0.61359879,-0.6242621,-0.701885926,-1.262641905,0.414615176,0.718651326,0.108750352,-0.399709249,-0.263511028,-1.365123733,-0.230677124,0.183584909,0.415225351,-0.147103553,0.052107176,0.209523235,-0.410339388,0.00276855,0.11353642,144,0
1.235951908,0.276647435,0.184002257,0.502914287,-0.175773283,-0.566223001,-0.039558592,-0.021845072,-0.167663081,-0.10623318,1.297177608,0.685151447,-0.045911482,-0.061869771,0.444371404,0.782203318,-0.361389073,0.333365667,0.216449117,-0.074318307,-0.260187507,-0.798057903,0.07908972,-0.04361951,0.221452268,0.098112271,-0.028957653,0.016823788,1.98,0
-0.391768447,1.112686833,1.331723791,-0.078590349,0.613769843,0.11308118,0.547000846,0.027506235,0.897708698,-0.736130322,0.069287458,-2.593153491,2.091573249,1.496291971,0.391489207,0.108099232,0.295530576,-0.289813651,-0.234023356,0.069693651,-0.402230532,-0.796683839,-0.085369444,-0.839376347,-0.167752499,0.113317154,0.255546234,0.103277073,4.45,0
1.973256531,-0.145568515,-0.14573715,0.542901771,-0.579124597,-0.698625216,-0.506618682,-0.187374825,2.542156341,-0.621668419,0.351524546,-1.753604991,2.154063485,1.430461216,0.328697776,0.114230132,0.107802332,0.145068245,-0.428189182,-0.247877563,-0.25210774,-0.333149517,0.3580628,-0.121247373,-0.394548048,-0.962121421,0.036747267,-0.031176543,11.27,0
-0.407245244,0.701110992,1.590185418,0.22677954,-0.074798852,-0.003158512,0.41298686,0.094200296,0.166264001,-0.569495422,-0.758032799,0.100598712,-0.433510147,-0.258338347,-0.323028784,-0.747039529,0.390901428,-0.822656687,-0.026019231,-0.14257328,0.023240276,0.252005609,-0.196533396,0.132801921,0.054212151,0.415623539,-0.109502149,0.008313439,6.99,0
-0.494483614,1.625738572,-0.482988256,0.969094013,1.32179164,-0.357613697,0.95665579,-0.047405425,-0.721016493,-0.618695313,1.419374927,-0.335747538,-1.131721841,-1.596577956,0.212346755,0.402995365,1.410855846,1.291002238,0.612354903,-0.080053279,-0.157802866,-0.616812103,-0.00029274,0.425719303,-0.691065131,-0.91046528,-0.176660591,0.271564345,8.76,0
0.197874404,-0.587395404,0.308265023,0.276100784,0.301478636,-0.155428421,-0.331777772,0.138919521,0.27603829,0.022385166,0.490786462,1.152882899,1.209886187,-0.222339224,-0.093410972,0.215140575,-0.716879612,0.807634897,0.751620119,0.307360674,0.516863181,1.445939154,0.346805981,-0.379120443,-1.236226049,0.607816359,0.085461269,0.071290224,75,0
-0.316282216,0.804659768,-1.152432431,-0.557772182,0.70222066,-1.680612636,1.147762609,0.015022823,-0.59454976,-0.594576036,-1.370585758,-0.807601521,-1.594583397,1.311793338,-0.130889673,-0.221094658,-0.172920671,-0.332479548,-0.276371493,-0.297331275,0.320222525,0.673201121,0.061387677,-0.066356662,-0.941323833,0.404331639,0.030131561,0.147287162,36.29,0
1.894147907,-0.533627826,-0.888194668,0.042991775,0.097927817,0.618393487,-0.489763933,0.15609135,0.951208121,-0.053935961,0.088198566,1.257218892,1.005198201,-0.056454619,-0.007624664,0.686852077,-1.232644866,0.588016407,0.585405361,0.034365403,-0.151858612,-0.469040461,0.200658955,-0.319122075,-0.301148148,-0.622122911,0.017452136,-0.030766272,74.5,0
1.968613845,0.05462696,-1.751635985,0.576863721,0.086761051,-1.520066962,0.320704779,-0.39668288,0.617391698,-0.486749367,-0.376951186,-0.044555392,-0.20974518,-0.675466418,0.926158495,0.215852993,0.413349428,0.532120599,-0.449011485,-0.127782367,0.221287026,0.701682112,-0.056869558,-0.02089992,0.228185303,-0.108150332,-0.01233285,-0.02356003,48.95,0
-1.23954966,0.050651642,2.401848096,1.195596163,0.636747655,2.558080343,-0.412112992,0.721488161,0.87234421,-0.060200377,1.087749326,0.720874301,-1.934311732,-0.521596227,-1.15389049,-2.335581091,1.680013441,-1.972648437,0.168488533,-0.344126423,-0.241696541,-0.083129568,-0.097016543,-1.033960174,-0.517309021,-0.420737787,-0.294880128,-0.069964751,12.6,0
-1.040844983,-0.38477527,0.014870604,-1.734449689,0.833131935,-0.405334774,0.410636337,-0.198212428,-1.364364513,0.672408431,0.461530102,-0.518502302,-0.275576702,-0.00738122,-0.945755037,0.769996308,0.053461088,-0.98044286,1.785692421,-0.296626014,0.035924119,0.349888098,0.352949,0.360031189,-0.031628432,-0.268596103,-0.141701748,0.113668621,15,0
0.448758097,0.554098221,-1.651355333,-1.200103227,2.546774389,3.958904947,-1.304756485,-1.848494632,0.982750794,-1.341618739,0.782683292,-2.039354882,1.062643691,2.354295351,-0.635692321,0.110242373,0.352613192,-0.681630701,-0.781770374,0.468940344,-1.722305777,-0.780229339,0.235080288,0.62249206,0.421924454,0.201903922,-0.051038403,0.126094997,1.98,0
-0.819530315,0.543895584,0.280920055,0.815509888,1.981203674,5.260262336,-0.160542319,-0.266545738,0.315710434,1.014822095,-0.029781565,-0.35750256,0.006576459,-0.464222951,2.07740541,-1.09940697,0.104117648,0.615537952,2.040568784,-0.032145986,0.963736396,0.954327937,-0.117073527,0.741322614,-0.196639259,-0.080349078,-0.459609621,-0.252523039,99,0
-3.934682225,2.690862411,1.189696354,0.110236876,0.493891935,-0.193182794,2.62839116,-2.238335554,4.655228051,7.314532635,1.031331193,-0.778188941,-1.160802267,-3.246250788,0.686464618,-2.376643379,-0.513816382,-1.402958158,-0.145100485,2.201354352,-1.002008041,0.289907542,-0.247822284,0.561392259,0.176141037,-0.621892958,-0.609332457,-0.480031323,36.22,0
2.315512673,-1.161325879,-1.378252681,-1.74444048,-0.819019469,-0.863444876,-0.758536254,-0.339375514,-1.971035485,1.829586792,0.727112804,0.188456008,1.444398182,-0.141309492,-0.611559738,-0.380814279,-0.017716655,0.518838383,0.064886994,-0.354581339,0.113209964,0.833879126,0.004435857,-0.290912797,0.139086522,0.067232778,-0.010971378,-0.071982967,15,0
1.909491158,0.045266025,-1.251835862,1.272862324,0.20913362,-0.820144437,0.338835148,-0.299986576,0.135662524,0.283861777,-0.389244386,0.483871971,0.396067234,0.446581257,0.552912517,-0.183903985,-0.481140127,-0.212782278,-0.827638243,-0.126645208,0.316390572,0.919170881,0.029226306,1.107361037,0.27078162,-0.486451918,-0.005731345,-0.031670582,55.41,0
-0.042449958,1.071221209,-0.534237995,-1.166553364,1.299519246,-1.627177317,2.048614584,-0.861235376,0.212341933,0.273452736,-0.859962768,-0.739491273,-1.170793844,0.40486279,0.03851954,-0.854264427,-0.535768726,-0.419484215,-0.197572951,0.12781907,0.103342226,0.900342553,-0.316426677,-0.055906052,-0.346582323,0.046074424,0.172124202,-0.120783423,0.77,0
-1.024065267,0.540173609,1.31735124,1.779716719,2.318633295,4.674262041,-0.478374061,0.865925939,-0.712584521,1.077037528,-0.437932549,-0.616549376,0.121131698,-0.464036145,1.199980259,0.29002146,-0.535948655,0.664724342,1.291899426,0.145287653,-0.096796546,-0.117213041,-0.236760745,1.017703853,0.087785007,0.193783641,-0.377598101,-0.097886127,34.05,0
-0.551820336,0.926958368,1.639495898,0.160648799,0.010265741,-1.188471906,0.740267021,-0.121319522,-0.583719107,-0.756479678,-0.016347046,-0.178446206,-0.25868412,-0.276941882,0.892093145,0.26804051,0.162776906,-0.166199324,-0.120099777,0.020225969,-0.157330797,-0.575726762,0.041525849,0.657462517,-0.365423734,0.027005795,0.064288438,0.136463812,15.98,0
-0.426410601,0.934918484,1.294379874,-0.02709743,0.046015797,-0.728467907,0.481635223,0.146036166,-0.472647737,-0.301486385,1.285992537,-0.005182146,-1.128974502,0.001503631,0.323546686,0.632375864,-0.175278777,0.501554103,0.208036694,0.063719691,-0.221263437,-0.676212489,-0.004814652,0.246142586,-0.227622424,0.058536488,0.232444557,0.086750531,1.79,0
-1.723845807,-1.002241073,1.002384466,-3.4058836,1.156917342,1.25375162,-0.284446317,0.698213133,-0.522567441,-0.399092881,0.229544819,-0.379817086,-1.293870639,0.095753527,-0.130214439,-1.435757724,-0.149885065,0.596394191,-2.161202269,-0.580640622,-0.364881479,-0.491620965,0.14784355,-0.98562815,0.471809974,0.840477355,0.117406719,0.102534875,37.07,0
