BMI_female,BMI_male,CO2,GDP,HIV,child_mortality,fertility,life,population
121.695,26.01541,10.5330281250037,47388.0,0.2,4.8,1.77,80.3,16519862.0
118.7421,27.768929999999997,8.00908440122814,32122.0,0.1,6.4,2.12,80.2,4285380.0
123.4792,25.77291,0.7781516131060459,4060.0,0.2,28.1,2.72,75.2,5594524.0
135.1021,21.21958,0.063437108830928,843.0,0.8,141.3,7.59,59.7,15085130.0
135.49200000000002,23.03322,0.6146896621193599,4684.0,3.6,140.9,6.02,58.0,151115683.0
126.0266,26.93424000000001,10.5297687913484,65216.0,0.1,3.6,1.96,80.7,4771633.0
126.887,26.241090000000003,15.572080457708399,47799.0,0.1,11.9,2.89,74.6,2652281.0
126.5196,22.299139999999998,0.935618056464575,4187.0,0.1,95.5,3.58,64.1,163096985.0
122.6829,26.26959,2.2237963430752403,14033.0,0.9,21.0,2.61,77.1,3498679.0
120.0524,25.015060000000002,0.53074633684253,1982.0,0.9,69.7,4.07,58.2,6540267.0
123.615,25.54223,0.6985817458348059,6684.0,0.3,25.7,3.06,73.6,6047131.0
119.6368,24.770410000000002,1.45013443843679,9249.0,0.4,23.2,2.58,76.8,28642048.0
122.3459,22.872629999999997,0.8421206970145141,5332.0,0.06,33.4,3.26,69.4,90297115.0
129.6765,26.6738,8.27076714913332,19996.0,0.1,6.7,1.33,75.3,38525752.0
127.2631,26.68445,5.48692639969689,27747.0,0.5,4.1,1.36,79.2,10577458.0
126.3153,28.13138,48.7020615159807,126076.0,0.06,9.5,2.2,80.4,1388962.0
128.7553,25.41069,4.38344907454584,18032.0,0.1,16.1,1.34,73.4,20741669.0
128.4903,26.01131,11.9827176136868,22506.0,1.0,13.5,1.49,67.6,143123163.0
135.1005,22.55453,0.054244469829612,1173.0,2.9,78.3,5.06,62.2,9750314.0
130.2795,21.927429999999998,0.461633711070406,2162.0,0.8,75.8,5.11,64.3,12229703.0
130.3755,26.51495,5.271222676540639,12522.0,0.1,8.0,1.41,76.4,9109535.0
134.716,22.53139,0.11825577542260099,1289.0,1.6,179.1,5.13,55.9,5521838.0
121.1736,23.83996,4.11444075456769,65991.0,0.1,2.8,1.28,80.9,4849641.0
129.528,26.92717,6.90165445635826,24670.0,0.06,8.8,1.31,74.8,5396710.0
129.9231,27.43983,8.51182819568071,30816.0,0.06,3.7,1.43,78.5,2030599.0
131.5318,21.969170000000002,0.06821888923508901,615.0,0.6,168.5,7.06,56.7,9132589.0
130.9949,26.85538,9.42796037329193,12263.0,17.9,66.1,2.54,55.0,50348811.0
122.0453,27.49975,7.29308875758134,34676.0,0.4,5.0,1.42,81.1,45817016.0
124.8615,21.96671,0.5807910881610201,6907.0,0.06,11.7,2.32,74.3,19949553.0
129.7199,22.40484,0.3821179446909601,3246.0,1.0,84.7,4.79,67.4,34470138.0
124.6358,25.49887,4.7411399704115595,13470.0,1.0,26.4,2.41,69.1,506657.0
131.8793,23.16969,0.949860795263562,5887.0,25.9,112.2,3.7,46.1,1153750.0
122.9473,26.37629,5.31568839898759,43421.0,0.1,3.2,1.92,81.1,9226333.0
119.6465,26.20195,5.33305762439957,55020.0,0.4,4.7,1.47,81.9,7646542.0
129.9657,23.77966,0.45316766037761397,2001.0,0.2,56.2,3.7,69.5,7254072.0
130.8328,22.47792,0.15467299547587196,2030.0,5.8,72.4,5.54,59.7,42844744.0
120.4969,23.008029999999998,3.83510188812475,12216.0,1.3,15.6,1.48,74.1,66453255.0
131.0248,21.87875,0.25198333736379697,1219.0,3.2,96.4,4.88,60.0,6052937.0
124.9939,26.396690000000003,31.9577172737108,30875.0,1.5,24.9,1.8,71.3,1315372.0
128.6291,25.15699,2.44066947552979,9938.0,0.06,19.4,2.04,76.5,10408091.0
124.0675,26.703709999999997,4.0219025893496205,16454.0,0.06,22.2,2.15,75.1,70344357.0
134.5204,22.35833,0.10085283934885099,1437.0,6.4,89.3,6.34,57.2,31014427.0
131.4962,25.42379,7.03235907972496,8762.0,1.1,12.9,1.38,68.2,46028476.0
124.0845,27.392490000000002,8.52646681764135,37739.0,0.2,5.6,1.87,79.5,61689620.0
118.4777,28.456979999999998,18.5459916953635,50384.0,0.6,7.7,2.07,78.2,304473143.0
124.2604,26.39123,2.4897635471798303,15317.0,0.5,13.0,2.11,76.0,3350832.0
124.3462,25.32054,4.47666901860092,3733.0,0.1,49.2,2.46,68.7,26952719.0
121.9367,20.9163,1.47934657540447,4085.0,0.4,26.2,1.86,75.4,86589342.0
132.4493,20.68321,0.14898151358324696,3039.0,13.6,94.9,5.88,52.0,13114579.0
131.9745,22.0266,0.6543231897712061,1286.0,15.1,98.3,3.85,49.0,13495462.0
